state,2024_metro_status,county,2024_violent_crime,2024_property_crime
Washington,Metro,Skamania,7.0,87.0
Washington,Metro,Snohomish,442.0,3243.0
Washington,Metro,Spokane,230.0,2272.0
Washington,Metro,Stevens,54.0,250.0
Washington,Metro,Thurston,191.0,847.0
Washington,Metro,Walla Walla,32.0,109.0
Washington,Metro,Whatcom,113.0,494.0
Washington,Metro,Yakima,162.0,1028.0
Washington,Non-Metro,Clallam,74.0,358.0
Washington,Non-Metro,Columbia,8.0,29.0
Washington,Non-Metro,Garfield,44.0,30.0
Washington,Non-Metro,Grant,109.0,687.0
Washington,Non-Metro,Grays Harbor,56.0,209.0
Washington,Non-Metro,Island,56.0,398.0
Washington,Non-Metro,Jefferson,23.0,184.0
Washington,Non-Metro,Kittitas,19.0,174.0
Washington,Non-Metro,Lewis,93.0,371.0
Washington,Non-Metro,Lincoln,14.0,84.0
Washington,Non-Metro,Mason,133.0,593.0
Washington,Non-Metro,Okanogan,39.0,268.0
Washington,Non-Metro,Pacific,7.0,50.0
Washington,Non-Metro,Pend Oreille,12.0,144.0
Washington,Non-Metro,San Juan,6.0,102.0
Washington,Non-Metro,Whitman,3.0,36.0
West Virginia,Metro,Berkeley,112.0,234.0
West Virginia,Metro,Cabell,52.0,483.0
West Virginia,Metro,Fayette,41.0,184.0
West Virginia,Metro,Jefferson,16.0,178.0
West Virginia,Metro,Kanawha,273.0,982.0
West Virginia,Metro,Marshall,7.0,28.0
West Virginia,Metro,Monongalia,47.0,238.0
West Virginia,Metro,Morgan,16.0,43.0
West Virginia,Metro,Ohio,44.0,146.0
West Virginia,Metro,Preston,7.0,40.0
West Virginia,Metro,Putnam,37.0,213.0
West Virginia,Metro,Raleigh,127.0,580.0
West Virginia,Metro,Wood,53.0,218.0
West Virginia,Non-Metro,Doddridge,16.0,39.0
West Virginia,Non-Metro,Gilmer,0.0,3.0
West Virginia,Non-Metro,Hardy,3.0,21.0
West Virginia,Non-Metro,Harrison,35.0,212.0
West Virginia,Non-Metro,Jackson,51.0,25.0
West Virginia,Non-Metro,Logan,20.0,4.0
West Virginia,Non-Metro,Marion,74.0,169.0
West Virginia,Non-Metro,Mason,10.0,50.0
West Virginia,Non-Metro,Mercer,79.0,343.0
West Virginia,Non-Metro,Mineral,19.0,62.0
West Virginia,Non-Metro,Monroe,1.0,8.0
West Virginia,Non-Metro,Nicholas,118.0,8.0
West Virginia,Non-Metro,Randolph,68.0,145.0
West Virginia,Non-Metro,Ritchie,4.0,30.0
West Virginia,Non-Metro,Roane,1.0,39.0
West Virginia,Non-Metro,Summers,2.0,23.0
West Virginia,Non-Metro,Upshur,5.0,0.0
West Virginia,Non-Metro,Wetzel,14.0,33.0
West Virginia,Non-Metro,Wyoming,34.0,17.0
Wisconsin,Metro,Brown,64.0,693.0
Wisconsin,Metro,Calumet,19.0,61.0
Wisconsin,Metro,Chippewa,52.0,124.0
Wisconsin,Metro,Columbia,43.0,140.0
Wisconsin,Metro,Dane,52.0,434.0
Wisconsin,Metro,Douglas,12.0,147.0
Wisconsin,Metro,Eau Claire,5.0,99.0
Wisconsin,Metro,Fond du Lac,18.0,76.0
Wisconsin,Metro,Green,2.0,47.0
Wisconsin,Metro,Iowa,18.0,19.0
Wisconsin,Metro,Kenosha,86.0,353.0
Wisconsin,Metro,Kewaunee,17.0,28.0
Wisconsin,Metro,La Crosse,6.0,103.0
Wisconsin,Metro,Marathon,84.0,193.0
Wisconsin,Metro,Milwaukee,157.0,149.0
Wisconsin,Metro,Oconto,20.0,135.0
Wisconsin,Metro,Outagamie,38.0,167.0
Wisconsin,Metro,Ozaukee,18.0,166.0
Wisconsin,Metro,Pierce,12.0,42.0
Wisconsin,Metro,Racine,38.0,109.0
Wisconsin,Metro,Rock,40.0,163.0
Wisconsin,Metro,Sheboygan,41.0,207.0
Wisconsin,Metro,Vernon,19.0,50.0
Wisconsin,Metro,Washington,24.0,116.0
Wisconsin,Metro,Waukesha,49.0,222.0
Wisconsin,Metro,Winnebago,26.0,101.0
Wisconsin,Non-Metro,Adams,49.0,64.0
Wisconsin,Non-Metro,Ashland,8.0,56.0
Wisconsin,Non-Metro,Barron,16.0,79.0
Wisconsin,Non-Metro,Bayfield,10.0,81.0
Wisconsin,Non-Metro,Buffalo,7.0,10.0
Wisconsin,Non-Metro,Burnett,33.0,183.0
Wisconsin,Non-Metro,Clark,32.0,88.0
Wisconsin,Non-Metro,Crawford,15.0,143.0
Wisconsin,Non-Metro,Dodge,45.0,78.0
Wisconsin,Non-Metro,Door,18.0,64.0
Wisconsin,Non-Metro,Forest,20.0,16.0
Wisconsin,Non-Metro,Grant,18.0,70.0
Wisconsin,Non-Metro,Green Lake,0.0,26.0
Wisconsin,Non-Metro,Jackson,13.0,112.0
Wisconsin,Non-Metro,Jefferson,14.0,130.0
Wisconsin,Non-Metro,Juneau,41.0,74.0
Wisconsin,Non-Metro,Lafayette,4.0,29.0
Wisconsin,Non-Metro,Langlade,4.0,40.0
Wisconsin,Non-Metro,Lincoln,30.0,53.0
Wisconsin,Non-Metro,Manitowoc,32.0,80.0
Wisconsin,Non-Metro,Marinette,38.0,104.0
Wisconsin,Non-Metro,Marquette,7.0,34.0
Wisconsin,Non-Metro,Menominee,3.0,7.0
Wisconsin,Non-Metro,Oneida,42.0,65.0
Wisconsin,Non-Metro,Pepin,2.0,10.0
Wisconsin,Non-Metro,Polk,49.0,103.0
Wisconsin,Non-Metro,Portage,46.0,76.0
Wisconsin,Non-Metro,Price,8.0,39.0
Wisconsin,Non-Metro,Richland,10.0,25.0
Wisconsin,Non-Metro,Rusk,20.0,38.0
Wisconsin,Non-Metro,Sauk,23.0,171.0
Wisconsin,Non-Metro,Sawyer,27.0,71.0
Wisconsin,Non-Metro,Shawano,29.0,170.0
Wisconsin,Non-Metro,Taylor,8.0,49.0
Wisconsin,Non-Metro,Trempealeau,6.0,81.0
Wisconsin,Non-Metro,Vilas,5.0,68.0
Wisconsin,Non-Metro,Walworth,20.0,106.0
Wisconsin,Non-Metro,Washburn,14.0,67.0
Wisconsin,Non-Metro,Waupaca,18.0,23.0
Wisconsin,Non-Metro,Waushara,5.0,82.0
Wisconsin,Non-Metro,Wood,36.0,59.0
Wyoming,Metro,Laramie,53.0,268.0
Wyoming,Metro,Natrona,5.0,51.0
Wyoming,Non-Metro,Albany,6.0,39.0
Wyoming,Non-Metro,Campbell,32.0,91.0
Wyoming,Non-Metro,Converse,4.0,29.0
Wyoming,Non-Metro,Crook,3.0,18.0
Wyoming,Non-Metro,Goshen,2.0,21.0
Wyoming,Non-Metro,Hot Springs,0.0,3.0
Wyoming,Non-Metro,Johnson,4.0,36.0
Wyoming,Non-Metro,Lincoln,7.0,39.0
Wyoming,Non-Metro,Niobrara,4.0,13.0
Wyoming,Non-Metro,Park,17.0,50.0
Wyoming,Non-Metro,Platte,4.0,3.0
Wyoming,Non-Metro,Sheridan,10.0,19.0
Wyoming,Non-Metro,Sublette,9.0,30.0
Wyoming,Non-Metro,Sweetwater,11.0,87.0
Wyoming,Non-Metro,Teton,5.0,21.0
Wyoming,Non-Metro,Uinta,4.0,22.0
Wyoming,Non-Metro,Washakie,2.0,7.0
Wyoming,Non-Metro,Weston,2.0,25.0
