NAME,S1701_C03_001E,S1501_C02_015E,S1901_C01_012E,state,county
"Dunklin County, Missouri",21.4,12.6,47368,29,069
"Franklin County, Missouri",8.2,23.0,71973,29,071
"Gasconade County, Missouri",11.3,18.6,65096,29,073
"Gentry County, Missouri",15.6,20.5,57458,29,075
"Greene County, Missouri",14.4,32.4,57488,29,077
"Grundy County, Missouri",16.8,15.9,53839,29,079
"Harrison County, Missouri",16.1,17.6,53364,29,081
"Henry County, Missouri",16.3,16.1,56621,29,083
"Hickory County, Missouri",19.5,12.0,35084,29,085
"Holt County, Missouri",9.8,20.5,58516,29,087
"Howard County, Missouri",12.8,28.0,62628,29,089
"Howell County, Missouri",21.4,17.5,49814,29,091
"Iron County, Missouri",20.7,18.3,51161,29,093
"Jackson County, Missouri",13.8,33.5,67178,29,095
"Jasper County, Missouri",18.4,25.1,57525,29,097
"Jefferson County, Missouri",8.6,23.6,80522,29,099
"Johnson County, Missouri",11.9,29.1,67123,29,101
"Knox County, Missouri",14.7,16.9,53333,29,103
"Laclede County, Missouri",18.6,15.7,50825,29,105
"Lafayette County, Missouri",9.7,24.4,79091,29,107
"Lawrence County, Missouri",16.5,16.6,55849,29,109
"Lewis County, Missouri",15.3,16.5,52340,29,111
"Lincoln County, Missouri",10.7,18.4,85276,29,113
"Linn County, Missouri",16.2,20.1,61975,29,115
"Livingston County, Missouri",12.2,18.3,60148,29,117
"McDonald County, Missouri",17.2,13.4,48145,29,119
"Macon County, Missouri",10.0,18.5,58318,29,121
"Madison County, Missouri",14.0,15.3,58435,29,123
"Maries County, Missouri",14.9,16.0,61359,29,125
"Marion County, Missouri",13.6,25.7,63908,29,127
"Mercer County, Missouri",14.7,17.9,60357,29,129
"Miller County, Missouri",14.6,21.0,55172,29,131
"Mississippi County, Missouri",23.0,14.1,46258,29,133
"Moniteau County, Missouri",10.4,17.2,65161,29,135
"Monroe County, Missouri",16.0,17.4,48299,29,137
"Montgomery County, Missouri",14.5,16.5,61042,29,139
"Morgan County, Missouri",17.0,14.9,49663,29,141
"New Madrid County, Missouri",18.6,13.3,49237,29,143
"Newton County, Missouri",13.4,23.0,64583,29,145
"Nodaway County, Missouri",18.6,25.6,55970,29,147
"Oregon County, Missouri",21.9,14.4,44259,29,149
"Osage County, Missouri",10.1,24.8,75355,29,151
"Ozark County, Missouri",21.7,12.4,42329,29,153
"Pemiscot County, Missouri",27.4,12.8,40748,29,155
"Perry County, Missouri",11.0,22.1,63356,29,157
"Pettis County, Missouri",13.4,18.6,60232,29,159
"Phelps County, Missouri",17.2,31.5,55427,29,161
"Pike County, Missouri",16.3,16.6,57572,29,163
"Platte County, Missouri",6.8,45.6,95748,29,165
"Polk County, Missouri",17.9,21.0,56686,29,167
"Pulaski County, Missouri",12.8,27.9,66435,29,169
"Putnam County, Missouri",16.2,19.3,56875,29,171
"Ralls County, Missouri",12.6,17.5,62054,29,173
"Randolph County, Missouri",15.8,17.1,55310,29,175
"Ray County, Missouri",12.0,15.0,72152,29,177
"Reynolds County, Missouri",17.9,15.4,44357,29,179
"Ripley County, Missouri",19.7,12.9,43898,29,181
"St. Charles County, Missouri",4.7,42.4,102912,29,183
"St. Clair County, Missouri",16.3,13.7,46731,29,185
"Ste. Genevieve County, Missouri",7.9,18.4,61310,29,186
"St. Francois County, Missouri",17.0,16.0,54813,29,187
"St. Louis County, Missouri",9.6,46.9,81340,29,189
"Saline County, Missouri",14.7,26.0,56566,29,195
"Schuyler County, Missouri",9.7,10.6,56023,29,197
"Scotland County, Missouri",7.1,14.5,67568,29,199
"Scott County, Missouri",14.5,21.7,58847,29,201
"Shannon County, Missouri",16.7,14.6,59000,29,203
"Shelby County, Missouri",15.6,18.0,52127,29,205
"Stoddard County, Missouri",17.0,16.4,54067,29,207
"Stone County, Missouri",14.0,23.0,61323,29,209
"Sullivan County, Missouri",14.7,14.7,55500,29,211
"Taney County, Missouri",14.4,25.4,58258,29,213
"Texas County, Missouri",19.3,15.8,48055,29,215
"Vernon County, Missouri",19.0,18.0,54519,29,217
"Warren County, Missouri",9.3,19.6,77989,29,219
"Washington County, Missouri",18.2,12.4,51886,29,221
"Wayne County, Missouri",25.1,11.0,43393,29,223
"Webster County, Missouri",16.1,18.6,69731,29,225
"Worth County, Missouri",17.6,17.6,46167,29,227
"Wright County, Missouri",17.6,14.3,47304,29,229
"St. Louis city, Missouri",19.8,40.2,55279,29,510
"Beaverhead County, Montana",14.7,35.5,58072,30,001
"Big Horn County, Montana",23.6,20.9,56680,30,003
"Blaine County, Montana",20.2,25.8,65050,30,005
"Broadwater County, Montana",10.7,26.3,63636,30,007
"Carbon County, Montana",8.5,30.3,71017,30,009
"Carter County, Montana",13.8,20.3,52171,30,011
"Cascade County, Montana",13.2,28.7,66203,30,013
"Chouteau County, Montana",12.4,22.6,56927,30,015
"Custer County, Montana",11.7,29.8,63585,30,017
"Daniels County, Montana",11.9,27.5,58000,30,019
"Dawson County, Montana",8.8,25.5,70953,30,021
"Deer Lodge County, Montana",18.1,22.3,49533,30,023
"Fallon County, Montana",12.1,16.5,72284,30,025
"Fergus County, Montana",14.9,23.8,59731,30,027
"Flathead County, Montana",9.6,36.0,71327,30,029
"Gallatin County, Montana",10.2,53.1,87454,30,031
"Garfield County, Montana",12.2,21.3,61750,30,033
"Glacier County, Montana",30.3,18.1,45129,30,035
"Golden Valley County, Montana",18.0,19.0,57353,30,037
"Granite County, Montana",10.4,31.2,54646,30,039
"Hill County, Montana",19.7,25.6,55313,30,041
"Jefferson County, Montana",6.3,32.7,76576,30,043
"Judith Basin County, Montana",15.8,28.3,55417,30,045
"Lake County, Montana",17.7,30.5,61965,30,047
"Lewis and Clark County, Montana",8.7,42.8,74543,30,049
"Liberty County, Montana",25.5,27.3,53264,30,051
"Lincoln County, Montana",16.2,18.0,47018,30,053
"McCone County, Montana",4.2,21.4,71842,30,055
"Madison County, Montana",6.8,34.3,67420,30,057
"Meagher County, Montana",10.7,28.5,56215,30,059
"Mineral County, Montana",17.9,26.6,61117,30,061
"Missoula County, Montana",10.9,45.9,71246,30,063
"Musselshell County, Montana",15.3,21.9,59010,30,065
"Park County, Montana",13.1,38.1,66607,30,067
"Petroleum County, Montana",6.5,27.1,59318,30,069
"Phillips County, Montana",9.4,20.6,58156,30,071
"Pondera County, Montana",22.9,19.5,53500,30,073
"Powder River County, Montana",9.7,25.2,68009,30,075
"Powell County, Montana",6.3,19.0,63432,30,077
"Prairie County, Montana",23.9,20.0,45192,30,079
"Ravalli County, Montana",8.3,29.8,71323,30,081
"Richland County, Montana",7.1,19.4,69578,30,083
"Roosevelt County, Montana",30.6,19.9,53125,30,085
"Rosebud County, Montana",21.6,18.9,56430,30,087
"Sanders County, Montana",15.1,21.6,54035,30,089
"Sheridan County, Montana",10.0,24.7,63654,30,091
"Silver Bow County, Montana",16.2,27.7,57504,30,093
"Stillwater County, Montana",8.3,29.8,81503,30,095
"Sweet Grass County, Montana",7.8,23.1,69426,30,097
"Teton County, Montana",10.5,25.9,67766,30,099
"Toole County, Montana",12.3,21.5,53693,30,101
"Treasure County, Montana",10.8,32.8,73036,30,103
"Valley County, Montana",12.9,21.5,64515,30,105
"Wheatland County, Montana",23.7,17.8,47054,30,107
"Wibaux County, Montana",15.9,25.8,64792,30,109
"Yellowstone County, Montana",10.2,33.9,74400,30,111
"Adams County, Nebraska",12.8,28.8,65680,31,001
"Antelope County, Nebraska",10.0,19.9,63750,31,003
"Arthur County, Nebraska",9.6,32.7,67500,31,005
"Banner County, Nebraska",9.4,32.6,71250,31,007
"Blaine County, Nebraska",10.6,25.6,61250,31,009
"Boone County, Nebraska",9.2,18.9,71367,31,011
"Box Butte County, Nebraska",10.0,20.1,68778,31,013
"Boyd County, Nebraska",10.2,19.6,58984,31,015
"Brown County, Nebraska",12.1,21.2,51538,31,017
"Buffalo County, Nebraska",11.0,34.6,74570,31,019
"Burt County, Nebraska",13.7,25.7,57303,31,021
"Butler County, Nebraska",7.6,25.2,82603,31,023
"Cass County, Nebraska",4.9,31.9,88255,31,025
"Cedar County, Nebraska",6.2,25.0,73977,31,027
"Chase County, Nebraska",7.8,24.1,62782,31,029
"Cherry County, Nebraska",7.2,24.2,63750,31,031
"Cheyenne County, Nebraska",11.1,22.1,57594,31,033
"Clay County, Nebraska",8.1,22.9,75938,31,035
"Colfax County, Nebraska",8.7,14.1,79720,31,037
"Cuming County, Nebraska",7.8,24.8,70708,31,039
"Custer County, Nebraska",8.6,25.6,66310,31,041
"Dakota County, Nebraska",11.2,15.1,71655,31,043
"Dawes County, Nebraska",12.6,35.2,54381,31,045
"Dawson County, Nebraska",12.3,17.5,65383,31,047
"Deuel County, Nebraska",9.1,22.5,61438,31,049
"Dixon County, Nebraska",7.1,23.7,69156,31,051
"Dodge County, Nebraska",9.3,21.5,71294,31,053
"Douglas County, Nebraska",11.2,42.2,79081,31,055
"Dundy County, Nebraska",12.0,23.3,56563,31,057
"Fillmore County, Nebraska",7.9,21.9,76354,31,059
"Franklin County, Nebraska",14.1,20.0,57692,31,061
"Frontier County, Nebraska",12.1,26.1,68207,31,063
"Furnas County, Nebraska",12.3,22.3,60625,31,065
"Gage County, Nebraska",13.2,22.1,64426,31,067
"Garden County, Nebraska",14.1,20.7,44777,31,069
"Garfield County, Nebraska",11.7,32.7,68611,31,071
"Gosper County, Nebraska",7.0,28.8,79145,31,073
"Grant County, Nebraska",10.8,29.4,69063,31,075
"Greeley County, Nebraska",11.2,18.4,58894,31,077
"Hall County, Nebraska",11.8,21.1,67549,31,079
"Hamilton County, Nebraska",6.7,29.6,79884,31,081
"Harlan County, Nebraska",7.2,24.2,70536,31,083
"Hayes County, Nebraska",12.3,15.9,60313,31,085
"Hitchcock County, Nebraska",11.6,19.8,52016,31,087
"Holt County, Nebraska",10.8,27.0,67225,31,089
"Hooker County, Nebraska",7.7,20.7,45854,31,091
"Howard County, Nebraska",5.4,23.0,74508,31,093
"Jefferson County, Nebraska",9.9,19.7,60568,31,095
"Johnson County, Nebraska",6.8,19.0,59457,31,097
"Kearney County, Nebraska",6.7,32.9,79167,31,099
"Keith County, Nebraska",10.7,21.3,58132,31,101
"Keya Paha County, Nebraska",10.4,25.7,60313,31,103
"Kimball County, Nebraska",11.1,14.3,59438,31,105
"Knox County, Nebraska",13.2,19.7,64821,31,107
"Lancaster County, Nebraska",11.7,41.1,72625,31,109
"Lincoln County, Nebraska",12.8,20.4,64342,31,111
"Logan County, Nebraska",8.2,26.7,71650,31,113
"Loup County, Nebraska",8.2,26.0,60156,31,115
"McPherson County, Nebraska",7.1,24.4,61316,31,117
"Madison County, Nebraska",11.8,23.5,64637,31,119
"Merrick County, Nebraska",8.7,17.6,62849,31,121
"Morrill County, Nebraska",12.4,21.8,59773,31,123
"Nance County, Nebraska",16.1,18.4,65438,31,125
"Nemaha County, Nebraska",13.0,29.2,60132,31,127
"Nuckolls County, Nebraska",7.4,26.6,70201,31,129
"Otoe County, Nebraska",9.5,27.2,81430,31,131
"Pawnee County, Nebraska",14.1,20.4,54926,31,133
"Perkins County, Nebraska",7.7,25.7,67500,31,135
"Phelps County, Nebraska",13.6,26.7,65988,31,137
"Pierce County, Nebraska",8.0,22.9,75938,31,139
"Platte County, Nebraska",8.7,24.1,72335,31,141
"Polk County, Nebraska",6.2,18.6,71771,31,143
"Red Willow County, Nebraska",14.1,26.0,60000,31,145
"Richardson County, Nebraska",10.6,22.4,55578,31,147
"Rock County, Nebraska",10.5,29.0,57500,31,149
"Saline County, Nebraska",9.5,20.1,77027,31,151
"Sarpy County, Nebraska",5.2,41.9,101402,31,153
"Saunders County, Nebraska",6.4,30.3,89395,31,155
"Scotts Bluff County, Nebraska",13.9,25.9,60960,31,157
"Seward County, Nebraska",6.9,31.6,81122,31,159
"Sheridan County, Nebraska",10.7,21.7,56900,31,161
"Sherman County, Nebraska",9.5,18.8,61935,31,163
"Sioux County, Nebraska",11.4,25.1,54076,31,165
"Stanton County, Nebraska",7.1,22.3,78275,31,167
"Thayer County, Nebraska",9.0,23.0,63095,31,169
"Thomas County, Nebraska",4.8,26.9,72708,31,171
"Thurston County, Nebraska",18.0,20.2,64838,31,173
"Valley County, Nebraska",9.3,27.6,58902,31,175
"Washington County, Nebraska",6.9,36.5,90188,31,177
"Wayne County, Nebraska",13.2,29.4,67687,31,179
"Webster County, Nebraska",9.9,21.9,65197,31,181
"Wheeler County, Nebraska",5.2,29.6,55893,31,183
"York County, Nebraska",9.0,23.9,74058,31,185
"Churchill County, Nevada",9.1,18.6,73268,32,001
"Clark County, Nevada",13.2,27.3,73845,32,003
"Douglas County, Nevada",8.3,32.1,88018,32,005
"Elko County, Nevada",11.0,17.5,83427,32,007
"Esmeralda County, Nevada",19.4,24.1,-666666666,32,009
"Eureka County, Nevada",22.1,18.1,73095,32,011
"Humboldt County, Nevada",12.2,19.8,79946,32,013
"Lander County, Nevada",11.4,16.6,84474,32,015
"Lincoln County, Nevada",6.6,19.0,69496,32,017
"Lyon County, Nevada",11.0,17.2,73460,32,019
"Mineral County, Nevada",18.0,11.5,50584,32,021
"Nye County, Nevada",15.5,12.7,55975,32,023
"Pershing County, Nevada",8.1,9.3,72007,32,027
"Storey County, Nevada",7.1,31.6,96000,32,029
"Washoe County, Nevada",10.7,33.2,85600,32,031
"White Pine County, Nevada",8.4,14.2,72294,32,033
"Carson City, Nevada",11.1,24.5,71809,32,510
"Belknap County, New Hampshire",8.8,32.6,87983,33,001
"Carroll County, New Hampshire",7.5,38.8,82961,33,003
"Cheshire County, New Hampshire",8.9,35.3,81001,33,005
"Coos County, New Hampshire",12.9,20.2,58439,33,007
"Grafton County, New Hampshire",10.1,44.8,84021,33,009
"Hillsborough County, New Hampshire",6.5,40.6,100436,33,011
"Merrimack County, New Hampshire",7.1,38.1,93944,33,013
"Rockingham County, New Hampshire",4.8,44.8,113927,33,015
"Strafford County, New Hampshire",8.8,38.5,86564,33,017
"Sullivan County, New Hampshire",10.8,30.5,75929,33,019
"Atlantic County, New Jersey",13.1,31.2,76819,34,001
"Bergen County, New Jersey",6.7,52.6,123715,34,003
"Burlington County, New Jersey",6.8,42.0,105271,34,005
"Camden County, New Jersey",12.2,35.3,86384,34,007
"Cape May County, New Jersey",8.7,37.4,88046,34,009
"Cumberland County, New Jersey",16.3,17.9,64499,34,011
"Essex County, New Jersey",15.0,37.9,76712,34,013
"Gloucester County, New Jersey",7.6,35.8,102807,34,015
"Hudson County, New Jersey",14.8,47.9,90032,34,017
"Hunterdon County, New Jersey",3.8,56.5,139453,34,019
"Mercer County, New Jersey",11.1,44.9,96333,34,021
"Middlesex County, New Jersey",8.5,45.1,109028,34,023
"Monmouth County, New Jersey",6.4,50.6,122727,34,025
"Morris County, New Jersey",5.1,57.2,134929,34,027
"Ocean County, New Jersey",10.4,33.7,86411,34,029
"Passaic County, New Jersey",13.7,30.3,87137,34,031
"Salem County, New Jersey",12.8,24.0,78412,34,033
"Somerset County, New Jersey",5.5,57.4,135960,34,035
"Sussex County, New Jersey",5.4,40.0,114316,34,037
"Union County, New Jersey",8.9,38.6,100117,34,039
"Warren County, New Jersey",8.1,36.4,99596,34,041
"Bernalillo County, New Mexico",15.8,37.4,66514,35,001
"Catron County, New Mexico",21.2,20.7,46439,35,003
"Chaves County, New Mexico",22.3,18.2,52029,35,005
"Cibola County, New Mexico",27.6,18.8,51765,35,006
"Colfax County, New Mexico",17.0,24.0,52690,35,007
"Curry County, New Mexico",20.9,21.3,56259,35,009
"De Baca County, New Mexico",20.6,8.3,40804,35,011
"Doña Ana County, New Mexico",22.2,31.4,55663,35,013
"Eddy County, New Mexico",12.4,19.8,79605,35,015
"Grant County, New Mexico",19.5,28.8,45921,35,017
"Guadalupe County, New Mexico",23.0,15.5,40149,35,019
"Harding County, New Mexico",18.7,30.3,41250,35,021
"Hidalgo County, New Mexico",20.5,17.8,49076,35,023
"Lea County, New Mexico",18.7,15.3,68750,35,025
"Lincoln County, New Mexico",16.0,28.8,51643,35,027
"Los Alamos County, New Mexico",2.9,68.2,143188,35,028
"Luna County, New Mexico",26.1,14.7,37917,35,029
"McKinley County, New Mexico",35.7,12.5,44496,35,031
"Mora County, New Mexico",18.8,25.4,50178,35,033
"Otero County, New Mexico",20.0,21.6,52717,35,035
"Quay County, New Mexico",25.4,20.4,43698,35,037
"Rio Arriba County, New Mexico",20.1,18.8,53901,35,039
"Roosevelt County, New Mexico",21.6,21.3,52445,35,041
"Sandoval County, New Mexico",10.0,33.4,84053,35,043
"San Juan County, New Mexico",23.2,16.6,53020,35,045
"San Miguel County, New Mexico",22.0,26.2,47400,35,047
"Santa Fe County, New Mexico",12.5,44.2,74689,35,049
"Sierra County, New Mexico",24.9,16.3,37840,35,051
"Socorro County, New Mexico",29.0,21.0,47556,35,053
"Taos County, New Mexico",14.4,37.1,58908,35,055
"Torrance County, New Mexico",20.4,14.9,46250,35,057
"Union County, New Mexico",19.5,18.1,45319,35,059
"Valencia County, New Mexico",18.4,20.8,58333,35,061
"Albany County, New York",12.9,45.2,83149,36,001
"Allegany County, New York",16.8,24.6,61233,36,003
"Bronx County, New York",26.9,22.0,49036,36,005
"Broome County, New York",18.9,30.6,61059,36,007
"Cattaraugus County, New York",17.6,20.7,58248,36,009
"Cayuga County, New York",13.8,23.9,66583,36,011
"Chautauqua County, New York",17.0,25.1,56507,36,013
"Chemung County, New York",15.8,26.9,63469,36,015
"Chenango County, New York",12.2,19.2,62093,36,017
"Clinton County, New York",13.8,26.8,69208,36,019
"Columbia County, New York",11.4,38.1,83619,36,021
"Cortland County, New York",12.8,28.3,67527,36,023
"Delaware County, New York",14.9,26.7,60226,36,025
"Dutchess County, New York",8.3,39.7,97273,36,027
"Erie County, New York",14.0,36.9,71175,36,029
"Essex County, New York",11.8,31.3,70215,36,031
"Franklin County, New York",16.5,23.8,63747,36,033
"Fulton County, New York",14.5,21.2,62615,36,035
"Genesee County, New York",10.6,23.6,72055,36,037
"Greene County, New York",11.0,28.9,74011,36,039
"Hamilton County, New York",10.0,26.9,68950,36,041
"Herkimer County, New York",13.3,22.6,68858,36,043
"Jefferson County, New York",13.4,25.7,64978,36,045
"Kings County, New York",18.9,41.3,78548,36,047
"Lewis County, New York",12.2,19.4,68329,36,049
"Livingston County, New York",11.6,30.6,72464,36,051
"Madison County, New York",9.7,28.0,73141,36,053
"Monroe County, New York",13.1,41.2,74409,36,055
"Montgomery County, New York",14.7,20.5,62923,36,057
"Nassau County, New York",5.3,48.7,143408,36,059
"New York County, New York",15.8,64.0,104553,36,061
"Niagara County, New York",13.0,27.2,67809,36,063
"Oneida County, New York",14.6,27.8,68819,36,065
"Onondaga County, New York",13.9,38.1,74740,36,067
"Ontario County, New York",9.2,37.2,79814,36,069
"Orange County, New York",13.0,32.2,96497,36,071
"Orleans County, New York",13.0,17.5,63838,36,073
"Oswego County, New York",16.5,21.9,68461,36,075
"Otsego County, New York",14.1,33.9,67086,36,077
"Putnam County, New York",6.5,43.5,127405,36,079
"Queens County, New York",12.2,35.3,84961,36,081
"Rensselaer County, New York",11.8,37.3,86663,36,083
"Richmond County, New York",10.9,35.8,98290,36,085
"Rockland County, New York",15.6,42.1,110631,36,087
"St. Lawrence County, New York",17.4,24.6,61900,36,089
"Saratoga County, New York",6.7,43.8,99653,36,091
"Schenectady County, New York",12.5,35.1,76989,36,093
"Schoharie County, New York",10.8,25.0,71188,36,095
"Schuyler County, New York",15.1,25.4,65625,36,097
"Seneca County, New York",13.3,24.1,66007,36,099
"Steuben County, New York",13.7,26.0,64740,36,101
"Suffolk County, New York",6.4,39.9,128329,36,103
"Sullivan County, New York",15.2,29.7,69826,36,105
"Tioga County, New York",12.2,25.6,71791,36,107
"Tompkins County, New York",15.3,59.2,73012,36,109
"Ulster County, New York",14.3,37.1,81804,36,111
"Warren County, New York",9.1,34.6,78239,36,113
"Washington County, New York",10.8,21.2,72342,36,115
"Wayne County, New York",11.3,25.5,73914,36,117
"Westchester County, New York",8.9,52.5,118411,36,119
"Wyoming County, New York",10.6,18.2,68913,36,121
"Yates County, New York",14.1,25.0,67521,36,123
"Alamance County, North Carolina",14.1,27.7,64445,37,001
"Alexander County, North Carolina",12.1,15.4,65268,37,003
"Alleghany County, North Carolina",17.4,22.8,44272,37,005
"Anson County, North Carolina",21.2,10.9,44245,37,007
"Ashe County, North Carolina",14.1,22.4,50827,37,009
"Avery County, North Carolina",11.0,21.9,57657,37,011
"Beaufort County, North Carolina",18.0,20.6,57997,37,013
"Bertie County, North Carolina",19.8,17.8,45931,37,015
"Bladen County, North Carolina",21.2,20.6,44528,37,017
"Brunswick County, North Carolina",9.4,33.2,74034,37,019
"Buncombe County, North Carolina",11.8,44.6,70578,37,021
"Burke County, North Carolina",17.9,20.2,55684,37,023
"Cabarrus County, North Carolina",8.9,37.7,86084,37,025
"Caldwell County, North Carolina",12.7,18.6,55401,37,027
"Camden County, North Carolina",5.0,25.8,87781,37,029
"Carteret County, North Carolina",10.0,32.3,70235,37,031
"Caswell County, North Carolina",15.7,16.0,59407,37,033
"Catawba County, North Carolina",12.8,24.9,64544,37,035
"Chatham County, North Carolina",10.5,48.0,88534,37,037
"Cherokee County, North Carolina",14.6,24.2,51496,37,039
"Chowan County, North Carolina",20.5,24.5,56982,37,041
"Clay County, North Carolina",13.5,31.4,53645,37,043
"Cleveland County, North Carolina",17.2,21.1,55769,37,045
"Columbus County, North Carolina",18.8,15.1,48184,37,047
"Craven County, North Carolina",13.9,26.0,64635,37,049
"Cumberland County, North Carolina",17.2,27.2,58780,37,051
"Currituck County, North Carolina",7.6,29.3,91548,37,053
"Dare County, North Carolina",7.5,42.8,81214,37,055
"Davidson County, North Carolina",13.8,20.7,62426,37,057
"Davie County, North Carolina",10.0,26.8,73234,37,059
"Duplin County, North Carolina",17.9,17.5,51880,37,061
"Durham County, North Carolina",12.0,53.5,79501,37,063
"Edgecombe County, North Carolina",21.9,16.7,48480,37,065
"Forsyth County, North Carolina",14.7,36.9,65541,37,067
"Franklin County, North Carolina",10.1,24.4,71386,37,069
"Gaston County, North Carolina",12.8,26.0,65472,37,071
"Gates County, North Carolina",11.8,10.8,61612,37,073
"Graham County, North Carolina",8.7,16.8,49038,37,075
"Granville County, North Carolina",14.1,24.0,70975,37,077
"Greene County, North Carolina",22.4,12.2,50904,37,079
"Guilford County, North Carolina",15.2,38.1,66027,37,081
"Halifax County, North Carolina",25.2,15.5,45071,37,083
"Harnett County, North Carolina",14.5,23.9,69012,37,085
"Haywood County, North Carolina",11.3,29.4,61001,37,087
"Henderson County, North Carolina",11.7,35.1,67623,37,089
"Hertford County, North Carolina",21.4,16.7,47472,37,091
"Hoke County, North Carolina",17.4,21.3,60095,37,093
"Hyde County, North Carolina",22.4,13.7,47338,37,095
"Iredell County, North Carolina",9.1,33.3,78678,37,097
"Jackson County, North Carolina",19.3,30.0,53479,37,099
"Johnston County, North Carolina",11.2,27.6,79838,37,101
"Jones County, North Carolina",21.3,17.9,55659,37,103
"Lee County, North Carolina",15.5,21.6,63060,37,105
"Lenoir County, North Carolina",22.5,15.8,44795,37,107
"Lincoln County, North Carolina",9.0,27.0,78490,37,109
"McDowell County, North Carolina",14.0,17.6,55527,37,111
"Macon County, North Carolina",14.4,24.6,53298,37,113
"Madison County, North Carolina",11.4,31.5,58628,37,115
"Martin County, North Carolina",19.6,15.1,46793,37,117
"Mecklenburg County, North Carolina",10.4,48.6,83765,37,119
"Mitchell County, North Carolina",13.0,23.1,58089,37,121
"Montgomery County, North Carolina",16.1,19.3,55849,37,123
"Moore County, North Carolina",10.0,40.9,82837,37,125
"Nash County, North Carolina",14.0,21.7,60704,37,127
"New Hanover County, North Carolina",12.4,44.8,72892,37,129
"Northampton County, North Carolina",20.0,19.0,47935,37,131
"Onslow County, North Carolina",11.7,26.1,64568,37,133
"Orange County, North Carolina",12.4,61.8,88553,37,135
"Pamlico County, North Carolina",12.4,25.4,61624,37,137
"Pasquotank County, North Carolina",10.0,26.9,63912,37,139
"Pender County, North Carolina",10.7,29.8,76838,37,141
"Perquimans County, North Carolina",11.4,20.4,61224,37,143
"Person County, North Carolina",18.4,19.8,64927,37,145
"Pitt County, North Carolina",19.4,33.9,58851,37,147
"Polk County, North Carolina",13.7,32.9,61005,37,149
"Randolph County, North Carolina",14.8,17.6,59047,37,151
"Richmond County, North Carolina",25.2,16.2,43626,37,153
"Robeson County, North Carolina",28.8,14.6,40318,37,155
"Rockingham County, North Carolina",16.8,16.1,55796,37,157
"Rowan County, North Carolina",15.8,21.5,63196,37,159
"Rutherford County, North Carolina",17.6,20.7,49771,37,161
"Sampson County, North Carolina",20.2,15.8,53159,37,163
"Scotland County, North Carolina",26.6,14.8,43500,37,165
"Stanly County, North Carolina",14.2,19.7,61631,37,167
"Stokes County, North Carolina",12.0,18.5,60039,37,169
"Surry County, North Carolina",16.7,19.4,56095,37,171
"Swain County, North Carolina",21.1,21.3,55429,37,173
"Transylvania County, North Carolina",14.2,38.6,64523,37,175
"Tyrrell County, North Carolina",20.8,14.7,43952,37,177
"Union County, North Carolina",7.7,39.0,99243,37,179
"Vance County, North Carolina",19.0,18.5,46943,37,181
"Wake County, North Carolina",7.9,56.3,101763,37,183
"Warren County, North Carolina",22.2,19.0,45279,37,185
"Washington County, North Carolina",24.7,12.2,41750,37,187
"Watauga County, North Carolina",24.7,47.7,51367,37,189
"Wayne County, North Carolina",16.9,21.3,58082,37,191
"Wilkes County, North Carolina",16.4,16.7,50438,37,193
"Wilson County, North Carolina",21.0,20.3,51381,37,195
"Yadkin County, North Carolina",13.6,15.8,60321,37,197
"Yancey County, North Carolina",14.9,23.0,54961,37,199
"Adams County, North Dakota",14.5,20.8,55417,38,001
"Barnes County, North Dakota",11.3,30.0,70230,38,003
"Benson County, North Dakota",22.2,22.1,68049,38,005
"Billings County, North Dakota",13.0,32.4,81250,38,007
"Bottineau County, North Dakota",7.6,27.4,83460,38,009
"Bowman County, North Dakota",9.5,27.3,83773,38,011
"Burke County, North Dakota",5.1,23.5,96339,38,013
"Burleigh County, North Dakota",8.2,38.7,84948,38,015
"Cass County, North Dakota",10.3,43.3,75023,38,017
"Cavalier County, North Dakota",7.7,22.2,67064,38,019
"Dickey County, North Dakota",10.8,27.1,63125,38,021
"Divide County, North Dakota",7.3,20.4,89297,38,023
"Dunn County, North Dakota",7.2,20.6,94688,38,025
"Eddy County, North Dakota",12.8,28.2,55389,38,027
"Emmons County, North Dakota",8.4,20.7,67368,38,029
"Foster County, North Dakota",9.1,27.2,83412,38,031
"Golden Valley County, North Dakota",18.0,18.0,76528,38,033
"Grand Forks County, North Dakota",13.9,37.2,68450,38,035
"Grant County, North Dakota",17.4,21.2,56750,38,037
"Griggs County, North Dakota",10.1,27.4,64737,38,039
"Hettinger County, North Dakota",9.3,18.7,70827,38,041
"Kidder County, North Dakota",10.3,21.3,61850,38,043
"LaMoure County, North Dakota",10.8,24.2,70263,38,045
"Logan County, North Dakota",11.5,26.2,61339,38,047
"McHenry County, North Dakota",9.8,20.9,80614,38,049
"McIntosh County, North Dakota",15.4,17.0,64236,38,051
"McKenzie County, North Dakota",12.8,22.8,88289,38,053
"McLean County, North Dakota",8.3,23.9,81847,38,055
"Mercer County, North Dakota",10.7,22.6,79405,38,057
"Morton County, North Dakota",7.0,29.3,79483,38,059
"Mountrail County, North Dakota",13.2,22.4,81292,38,061
"Nelson County, North Dakota",10.0,28.2,68051,38,063
"Oliver County, North Dakota",4.7,20.5,76953,38,065
"Pembina County, North Dakota",8.7,22.9,66884,38,067
"Pierce County, North Dakota",12.2,27.9,63214,38,069
"Ramsey County, North Dakota",16.3,27.6,61319,38,071
"Ransom County, North Dakota",10.9,21.0,74521,38,073
"Renville County, North Dakota",7.1,22.0,76311,38,075
